epoch;accuracy;loss;val_accuracy;val_loss
0;0.4586666524410248;1.8216356039047241;0.7565789222717285;1.2247765064239502
1;0.753333330154419;1.055373191833496;0.8240131735801697;0.8195869326591492
2;0.8320000171661377;0.775258481502533;0.8486841917037964;0.6813183426856995
3;0.8613333106040955;0.6334654688835144;0.8470394611358643;0.5981579422950745
4;0.8866666555404663;0.5508552193641663;0.8634868264198303;0.556188702583313
0;0.46266666054725647;1.7976510524749756;0.7401315569877625;1.1893200874328613
0;0.5213333368301392;1.6206222772598267;0.7845394611358643;1.023036003112793
1;0.7986666560173035;0.8743807673454285;0.8240131735801697;0.7300510406494141
2;0.8479999899864197;0.6491967439651489;0.8486841917037964;0.6077166199684143
3;0.8640000224113464;0.5381552577018738;0.8470394611358643;0.56085205078125
4;0.8840000033378601;0.4723219871520996;0.8536184430122375;0.5242812633514404
0;0.4880000054836273;1.6840198040008545;0.7467105388641357;1.0867470502853394
1;0.7839999794960022;0.9149566888809204;0.8256579041481018;0.7478934526443481
2;0.8386666774749756;0.6738678216934204;0.8355262875556946;0.6425109505653381
3;0.8706666827201843;0.5513646006584167;0.8585526347160339;0.5530665516853333
4;0.8933333158493042;0.4799109995365143;0.8453947305679321;0.5279174447059631
0;0.46666666865348816;1.7461669445037842;0.7417762875556946;1.1058275699615479
1;0.7760000228881836;0.9487261772155762;0.8404605388641357;0.7480695843696594
2;0.8399999737739563;0.675499439239502;0.8618420958518982;0.6133769750595093
3;0.8799999952316284;0.5616236925125122;0.8601973652839661;0.5624058842658997
4;0.8826666474342346;0.4993860721588135;0.8634868264198303;0.5048016905784607
0;0.5226666927337646;1.676411509513855;0.7631579041481018;1.0764074325561523
1;0.7933333516120911;0.9096730351448059;0.8207237124443054;0.7336220145225525
2;0.8413333296775818;0.6910324096679688;0.8519737124443054;0.6099509596824646
3;0.8533333539962769;0.5695006251335144;0.8503289222717285;0.5498085021972656
4;0.890666663646698;0.4699801802635193;0.8634868264198303;0.5120002627372742
0;0.5226666927337646;1.6888307332992554;0.8026315569877625;1.0016403198242188
1;0.7946666479110718;0.8938906788825989;0.8453947305679321;0.6934410929679871
2;0.8333333134651184;0.6706490516662598;0.8519737124443054;0.5738813281059265
3;0.8773333430290222;0.5467944145202637;0.8832237124443054;0.49432191252708435
4;0.8880000114440918;0.48105886578559875;0.8865131735801697;0.44592705368995667
0;0.5;1.669299602508545;0.7549341917037964;1.0827126502990723
1;0.7933333516120911;0.905066728591919;0.8371710777282715;0.7200871109962463
2;0.8533333539962769;0.661626935005188;0.8519737124443054;0.6138961911201477
3;0.8759999871253967;0.5343600511550903;0.8552631735801697;0.5428251624107361
4;0.8946666717529297;0.46980544924736023;0.8700658082962036;0.5006521344184875
